países;quantidade;valor;ano;opcao
Reino Unido;-;-;1984;Suco de uva
Taiwan;-;-;1984;Suco de uva
Turquia;-;-;1984;Suco de uva
Uruguai;-;-;1984;Suco de uva
Venezuela;-;-;1984;Suco de uva
Outros;-;-;1984;Suco de uva
Total;0;0;1984;Suco de uva
Africa do Sul;-;-;1985;Vinhos de mesa
Alemanha;1.069.717;1.122.438;1985;Vinhos de mesa
Argélia;-;-;1985;Vinhos de mesa
Arábia Saudita;-;-;1985;Vinhos de mesa
Argentina;114.570;164.424;1985;Vinhos de mesa
Armênia;-;-;1985;Vinhos de mesa
Austrália;-;-;1985;Vinhos de mesa
Áustria;11.830;5.016;1985;Vinhos de mesa
Bermudas;-;-;1985;Vinhos de mesa
Bélgica;-;-;1985;Vinhos de mesa
Bolívia;-;-;1985;Vinhos de mesa
Bósnia-Herzegovina;-;-;1985;Vinhos de mesa
Brasil;-;-;1985;Vinhos de mesa
Bulgária;-;-;1985;Vinhos de mesa
Canada;-;-;1985;Vinhos de mesa
Chile;1.114.665;1.195.151;1985;Vinhos de mesa
China;-;-;1985;Vinhos de mesa
Coreia do Sul, República;-;-;1985;Vinhos de mesa
Croácia;-;-;1985;Vinhos de mesa
Cuba;-;-;1985;Vinhos de mesa
Emirados Árabes Unidos;-;-;1985;Vinhos de mesa
Eslovênia;-;-;1985;Vinhos de mesa
Eslováquia;-;-;1985;Vinhos de mesa
Espanha;61.924;59.833;1985;Vinhos de mesa
Estados Unidos;11.025;15.805;1985;Vinhos de mesa
França;540.136;735.516;1985;Vinhos de mesa
Geórgia;-;-;1985;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1985;Vinhos de mesa
Grécia;-;-;1985;Vinhos de mesa
Hong Kong;-;-;1985;Vinhos de mesa
Hungria;-;-;1985;Vinhos de mesa
Indonésia;-;-;1985;Vinhos de mesa
Irlanda;-;-;1985;Vinhos de mesa
Israel;-;-;1985;Vinhos de mesa
Itália;327.976;385.365;1985;Vinhos de mesa
Japão;-;-;1985;Vinhos de mesa
Iugoslávia;14.238;11.619;1985;Vinhos de mesa
Líbano;-;-;1985;Vinhos de mesa
Luxemburgo;-;-;1985;Vinhos de mesa
Macedônia;-;-;1985;Vinhos de mesa
Marrocos;-;-;1985;Vinhos de mesa
México;-;-;1985;Vinhos de mesa
Moldávia;-;-;1985;Vinhos de mesa
Montenegro;-;-;1985;Vinhos de mesa
Noruega;-;-;1985;Vinhos de mesa
Nova Zelândia;-;-;1985;Vinhos de mesa
Países Baixos (Holanda);-;-;1985;Vinhos de mesa
Panamá;-;-;1985;Vinhos de mesa
Peru;-;-;1985;Vinhos de mesa
Porto Rico;-;-;1985;Vinhos de mesa
Portugal;1.484.998;1.406.897;1985;Vinhos de mesa
Reino Unido;-;-;1985;Vinhos de mesa
Republica Dominicana;-;-;1985;Vinhos de mesa
Romênia;-;-;1985;Vinhos de mesa
Rússia;-;-;1985;Vinhos de mesa
San Marino;-;-;1985;Vinhos de mesa
Sérvia;-;-;1985;Vinhos de mesa
Síria;-;-;1985;Vinhos de mesa
Suazilândia;-;-;1985;Vinhos de mesa
Suíça;-;-;1985;Vinhos de mesa
Tcheca, República;-;-;1985;Vinhos de mesa
Tunísia;-;-;1985;Vinhos de mesa
Turquia;-;-;1985;Vinhos de mesa
Ucrânia;-;-;1985;Vinhos de mesa
Uruguai;-;-;1985;Vinhos de mesa
Não consta na tabela;-;-;1985;Vinhos de mesa
Não declarados;-;-;1985;Vinhos de mesa
Outros;5.400;12.812;1985;Vinhos de mesa
Total;4.756.479;5.114.876;1985;Vinhos de mesa
Africa do Sul;-;-;1985;Espumantes
Alemanha;-;-;1985;Espumantes
Argentina;-;-;1985;Espumantes
Austrália;-;-;1985;Espumantes
Áustria;-;-;1985;Espumantes
Bermudas;-;-;1985;Espumantes
Bahamas;-;-;1985;Espumantes
Bélgica;-;-;1985;Espumantes
Brasil;-;-;1985;Espumantes
Bulgária;-;-;1985;Espumantes
Canada;-;-;1985;Espumantes
Chile;-;-;1985;Espumantes
Croácia;-;-;1985;Espumantes
Cuba;-;-;1985;Espumantes
Emirados Árabes Unidos;-;-;1985;Espumantes
Eslovênia;-;-;1985;Espumantes
Espanha;19.005;29.323;1985;Espumantes
Estados Unidos;-;-;1985;Espumantes
França;35.317;118.807;1985;Espumantes
Geórgia;-;-;1985;Espumantes
Granada;-;-;1985;Espumantes
Grécia;-;-;1985;Espumantes
Hong Kong;-;-;1985;Espumantes
Hungria;-;-;1985;Espumantes
Indonésia;-;-;1985;Espumantes
Irlanda;-;-;1985;Espumantes
Israel;-;-;1985;Espumantes
Itália;12.456;15.821;1985;Espumantes
Luxemburgo;-;-;1985;Espumantes
México;-;-;1985;Espumantes
Moldávia;-;-;1985;Espumantes
Nova Zelândia;-;-;1985;Espumantes
Países Baixos;-;-;1985;Espumantes
Panamá;-;-;1985;Espumantes
Peru;-;-;1985;Espumantes
Portugal;245.613;247.970;1985;Espumantes
Reino Unido;-;-;1985;Espumantes
Romênia;-;-;1985;Espumantes
Suíça;-;-;1985;Espumantes
Tunísia;-;-;1985;Espumantes
Ucrânia;-;-;1985;Espumantes
Uruguai;-;-;1985;Espumantes
Não consta na tabela;-;-;1985;Espumantes
Não declarados;-;-;1985;Espumantes
Outros;450;700;1985;Espumantes
Total;312.841;412.621;1985;Espumantes
Argélia;-;-;1985;Uvas frescas
Argentina;208.150;125.910;1985;Uvas frescas
Brasil;-;-;1985;Uvas frescas
Chile;598.037;424.806;1985;Uvas frescas
Colômbia;-;-;1985;Uvas frescas
Egito;-;-;1985;Uvas frescas
Espanha;-;-;1985;Uvas frescas
Estados Unidos;5.400;9.045;1985;Uvas frescas
Grécia;-;-;1985;Uvas frescas
Itália;-;-;1985;Uvas frescas
México;-;-;1985;Uvas frescas
Peru;-;-;1985;Uvas frescas
Paraguai;-;-;1985;Uvas frescas
Portugal;-;-;1985;Uvas frescas
Panamá;-;-;1985;Uvas frescas
Reino Unido;-;-;1985;Uvas frescas
Uruguai;-;-;1985;Uvas frescas
Venezuela;-;-;1985;Uvas frescas
Não consta na tabela;-;-;1985;Uvas frescas
Outros;-;-;1985;Uvas frescas
Total;811.587;559.761;1985;Uvas frescas
Afeganistão;-;-;1985;Uvas passas
África do Sul;-;-;1985;Uvas passas
Alemanha, República Democrática;-;-;1985;Uvas passas
Arábia Saudita;-;-;1985;Uvas passas
Argentina;1.519.220;1.420.332;1985;Uvas passas
Austrália;-;-;1985;Uvas passas
Bélgica;-;-;1985;Uvas passas
Chile;1.730.970;1.608.648;1985;Uvas passas
China;-;-;1985;Uvas passas
China Continental;-;-;1985;Uvas passas
Cingapura;-;-;1985;Uvas passas
Costa Rica;-;-;1985;Uvas passas
Emirados;-;-;1985;Uvas passas
Espanha;-;-;1985;Uvas passas
Estados Unidos;157.087;165.238;1985;Uvas passas
França;-;-;1985;Uvas passas
Grécia;-;-;1985;Uvas passas
Guiana Britânica;-;-;1985;Uvas passas
Índia;-;-;1985;Uvas passas
Irã;-;-;1985;Uvas passas
Itália;-;-;1985;Uvas passas
Japão;-;-;1985;Uvas passas
México;1.194.306;1.202.597;1985;Uvas passas
Países Baixos;-;-;1985;Uvas passas
Paraguai;-;-;1985;Uvas passas
Peru;-;-;1985;Uvas passas
Portugal;-;-;1985;Uvas passas
Reino Unido;-;-;1985;Uvas passas
Suécia;-;-;1985;Uvas passas
Turquia;60.120;48.212;1985;Uvas passas
Uruguai;-;-;1985;Uvas passas
Uzbequistão;-;-;1985;Uvas passas
Venezuela;-;-;1985;Uvas passas
Não consta na tabela;-;-;1985;Uvas passas
Outros;-;-;1985;Uvas passas
Total;4.661.703;4.445.027;1985;Uvas passas
Africa do Sul;-;-;1985;Suco de uva
Alemanha;-;-;1985;Suco de uva
Argentina;-;-;1985;Suco de uva
Austria;-;-;1985;Suco de uva
Canadá;-;-;1985;Suco de uva
Coreia do Sul, República;-;-;1985;Suco de uva
Coreia do Norte, República;-;-;1985;Suco de uva
Chile;-;-;1985;Suco de uva
China;-;-;1985;Suco de uva
Dinamarca;-;-;1985;Suco de uva
Espanha;-;-;1985;Suco de uva
Estados Unidos;-;-;1985;Suco de uva
França;-;-;1985;Suco de uva
Guiana;-;-;1985;Suco de uva
Israel;-;-;1985;Suco de uva
itália;-;-;1985;Suco de uva
Japão;-;-;1985;Suco de uva
Líbano;-;-;1985;Suco de uva
México;-;-;1985;Suco de uva
Países Baixos;-;-;1985;Suco de uva
Panamá;-;-;1985;Suco de uva
Peru;-;-;1985;Suco de uva
Portugal;-;-;1985;Suco de uva
Reino Unido;-;-;1985;Suco de uva
Taiwan;-;-;1985;Suco de uva
Turquia;-;-;1985;Suco de uva
Uruguai;-;-;1985;Suco de uva
Venezuela;-;-;1985;Suco de uva
Outros;-;-;1985;Suco de uva
Total;0;0;1985;Suco de uva
Africa do Sul;-;-;1986;Vinhos de mesa
Alemanha;2.357.113;3.008.737;1986;Vinhos de mesa
Argélia;-;-;1986;Vinhos de mesa
Arábia Saudita;-;-;1986;Vinhos de mesa
Argentina;170.413;242.678;1986;Vinhos de mesa
Armênia;-;-;1986;Vinhos de mesa
Austrália;-;-;1986;Vinhos de mesa
Áustria;1.740;3.508;1986;Vinhos de mesa
Bermudas;-;-;1986;Vinhos de mesa
Bélgica;-;-;1986;Vinhos de mesa
Bolívia;-;-;1986;Vinhos de mesa
Bósnia-Herzegovina;-;-;1986;Vinhos de mesa
Brasil;-;-;1986;Vinhos de mesa
Bulgária;-;-;1986;Vinhos de mesa
Canada;-;-;1986;Vinhos de mesa
Chile;1.347.894;1.416.109;1986;Vinhos de mesa
China;-;-;1986;Vinhos de mesa
Coreia do Sul, República;-;-;1986;Vinhos de mesa
Croácia;-;-;1986;Vinhos de mesa
Cuba;-;-;1986;Vinhos de mesa
Emirados Árabes Unidos;-;-;1986;Vinhos de mesa
Eslovênia;-;-;1986;Vinhos de mesa
Eslováquia;-;-;1986;Vinhos de mesa
Espanha;52.429;61.130;1986;Vinhos de mesa
Estados Unidos;5.796;9.218;1986;Vinhos de mesa
França;625.421;980.754;1986;Vinhos de mesa
Geórgia;-;-;1986;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1986;Vinhos de mesa
Grécia;-;-;1986;Vinhos de mesa
Hong Kong;-;-;1986;Vinhos de mesa
Hungria;-;-;1986;Vinhos de mesa
Indonésia;-;-;1986;Vinhos de mesa
Irlanda;-;-;1986;Vinhos de mesa
Israel;-;-;1986;Vinhos de mesa
Itália;430.029;601.494;1986;Vinhos de mesa
Japão;-;-;1986;Vinhos de mesa
Iugoslávia;-;-;1986;Vinhos de mesa
Líbano;-;-;1986;Vinhos de mesa
Luxemburgo;-;-;1986;Vinhos de mesa
Macedônia;-;-;1986;Vinhos de mesa
Marrocos;-;-;1986;Vinhos de mesa
México;-;-;1986;Vinhos de mesa
Moldávia;-;-;1986;Vinhos de mesa
Montenegro;-;-;1986;Vinhos de mesa
Noruega;-;-;1986;Vinhos de mesa
Nova Zelândia;-;-;1986;Vinhos de mesa
Países Baixos (Holanda);-;-;1986;Vinhos de mesa
Panamá;-;-;1986;Vinhos de mesa
Peru;-;-;1986;Vinhos de mesa
Porto Rico;-;-;1986;Vinhos de mesa
Portugal;2.270.772;2.258.643;1986;Vinhos de mesa
Reino Unido;-;-;1986;Vinhos de mesa
Republica Dominicana;-;-;1986;Vinhos de mesa
Romênia;-;-;1986;Vinhos de mesa
Rússia;-;-;1986;Vinhos de mesa
San Marino;-;-;1986;Vinhos de mesa
Sérvia;-;-;1986;Vinhos de mesa
Síria;-;-;1986;Vinhos de mesa
Suazilândia;-;-;1986;Vinhos de mesa
Suíça;-;-;1986;Vinhos de mesa
Tcheca, República;-;-;1986;Vinhos de mesa
Tunísia;-;-;1986;Vinhos de mesa
Turquia;-;-;1986;Vinhos de mesa
Ucrânia;-;-;1986;Vinhos de mesa
Uruguai;-;-;1986;Vinhos de mesa
Não consta na tabela;-;-;1986;Vinhos de mesa
Não declarados;-;-;1986;Vinhos de mesa
Outros;15.717;18.768;1986;Vinhos de mesa
Total;7.277.324;8.601.039;1986;Vinhos de mesa
Africa do Sul;-;-;1986;Espumantes
Alemanha;32.490;37.388;1986;Espumantes
Argentina;270;990;1986;Espumantes
Austrália;-;-;1986;Espumantes
Áustria;-;-;1986;Espumantes
Bermudas;-;-;1986;Espumantes
Bahamas;-;-;1986;Espumantes
Bélgica;-;-;1986;Espumantes
Brasil;-;-;1986;Espumantes
Bulgária;-;-;1986;Espumantes
Canada;-;-;1986;Espumantes
Chile;900;800;1986;Espumantes
Croácia;-;-;1986;Espumantes
Cuba;-;-;1986;Espumantes
Emirados Árabes Unidos;-;-;1986;Espumantes
Eslovênia;-;-;1986;Espumantes
Espanha;43.920;67.595;1986;Espumantes
Estados Unidos;-;-;1986;Espumantes
França;37.062;127.661;1986;Espumantes
Geórgia;-;-;1986;Espumantes
Granada;-;-;1986;Espumantes
Grécia;-;-;1986;Espumantes
Hong Kong;-;-;1986;Espumantes
Hungria;-;-;1986;Espumantes
Indonésia;-;-;1986;Espumantes
Irlanda;-;-;1986;Espumantes
Israel;909;1.672;1986;Espumantes
Itália;20.355;29.342;1986;Espumantes
Luxemburgo;-;-;1986;Espumantes
México;-;-;1986;Espumantes
Moldávia;-;-;1986;Espumantes
Nova Zelândia;-;-;1986;Espumantes
Países Baixos;-;-;1986;Espumantes
Panamá;-;-;1986;Espumantes
Peru;-;-;1986;Espumantes
Portugal;436.485;468.813;1986;Espumantes
Reino Unido;-;-;1986;Espumantes
Romênia;-;-;1986;Espumantes
Suíça;-;-;1986;Espumantes
Tunísia;-;-;1986;Espumantes
Ucrânia;-;-;1986;Espumantes
Uruguai;-;-;1986;Espumantes
Não consta na tabela;-;-;1986;Espumantes
Não declarados;-;-;1986;Espumantes
Outros;2.934;5.056;1986;Espumantes
Total;575.325;739.317;1986;Espumantes
Argélia;-;-;1986;Uvas frescas
Argentina;267.240;189.890;1986;Uvas frescas
Brasil;-;-;1986;Uvas frescas
Chile;1.757.520;1.237.918;1986;Uvas frescas
Colômbia;-;-;1986;Uvas frescas
Egito;-;-;1986;Uvas frescas
Espanha;-;-;1986;Uvas frescas
Estados Unidos;10.800;18.630;1986;Uvas frescas
Grécia;-;-;1986;Uvas frescas
Itália;-;-;1986;Uvas frescas
México;-;-;1986;Uvas frescas
Peru;-;-;1986;Uvas frescas
Paraguai;-;-;1986;Uvas frescas
Portugal;-;-;1986;Uvas frescas
Panamá;-;-;1986;Uvas frescas
Reino Unido;-;-;1986;Uvas frescas
Uruguai;-;-;1986;Uvas frescas
Venezuela;-;-;1986;Uvas frescas
Não consta na tabela;-;-;1986;Uvas frescas
Outros;-;-;1986;Uvas frescas
Total;2.035.560;1.446.438;1986;Uvas frescas
Afeganistão;-;-;1986;Uvas passas
África do Sul;-;-;1986;Uvas passas
Alemanha, República Democrática;-;-;1986;Uvas passas
Arábia Saudita;-;-;1986;Uvas passas
Argentina;2.116.776;2.515.764;1986;Uvas passas
Austrália;-;-;1986;Uvas passas
Bélgica;-;-;1986;Uvas passas
Chile;2.792.410;2.668.045;1986;Uvas passas
China;-;-;1986;Uvas passas
China Continental;-;-;1986;Uvas passas
Cingapura;-;-;1986;Uvas passas
Costa Rica;-;-;1986;Uvas passas
Emirados;-;-;1986;Uvas passas
Espanha;-;-;1986;Uvas passas
Estados Unidos;672.895;991.667;1986;Uvas passas
França;-;-;1986;Uvas passas
Grécia;-;-;1986;Uvas passas
Guiana Britânica;-;-;1986;Uvas passas
Índia;-;-;1986;Uvas passas
Irã;-;-;1986;Uvas passas
Itália;-;-;1986;Uvas passas
Japão;-;-;1986;Uvas passas
México;1.164.262;1.113.425;1986;Uvas passas
Países Baixos;-;-;1986;Uvas passas
Paraguai;-;-;1986;Uvas passas
Peru;-;-;1986;Uvas passas
Portugal;-;-;1986;Uvas passas
Reino Unido;-;-;1986;Uvas passas
Suécia;-;-;1986;Uvas passas
Turquia;1.102.260;859.244;1986;Uvas passas
Uruguai;-;-;1986;Uvas passas
Uzbequistão;-;-;1986;Uvas passas
Venezuela;-;-;1986;Uvas passas
Não consta na tabela;-;-;1986;Uvas passas
Outros;-;-;1986;Uvas passas
Total;7.848.603;8.148.145;1986;Uvas passas
Africa do Sul;-;-;1986;Suco de uva
Alemanha;-;-;1986;Suco de uva
Argentina;1.575.080;713.219;1986;Suco de uva
Austria;-;-;1986;Suco de uva
Canadá;-;-;1986;Suco de uva
Coreia do Sul, República;-;-;1986;Suco de uva
Coreia do Norte, República;-;-;1986;Suco de uva
Chile;-;-;1986;Suco de uva
China;-;-;1986;Suco de uva
Dinamarca;-;-;1986;Suco de uva
Espanha;-;-;1986;Suco de uva
Estados Unidos;-;-;1986;Suco de uva
França;-;-;1986;Suco de uva
Guiana;-;-;1986;Suco de uva
Israel;-;-;1986;Suco de uva
itália;-;-;1986;Suco de uva
Japão;-;-;1986;Suco de uva
Líbano;-;-;1986;Suco de uva
México;-;-;1986;Suco de uva
Países Baixos;-;-;1986;Suco de uva
Panamá;-;-;1986;Suco de uva
Peru;-;-;1986;Suco de uva
Portugal;-;-;1986;Suco de uva
Reino Unido;-;-;1986;Suco de uva
Taiwan;-;-;1986;Suco de uva
Turquia;-;-;1986;Suco de uva
Uruguai;-;-;1986;Suco de uva
Venezuela;-;-;1986;Suco de uva
Outros;-;-;1986;Suco de uva
Total;1.575.080;713.219;1986;Suco de uva
Africa do Sul;-;-;1987;Vinhos de mesa
Alemanha;1.307.519;1.863.924;1987;Vinhos de mesa
Argélia;-;-;1987;Vinhos de mesa
Arábia Saudita;-;-;1987;Vinhos de mesa
Argentina;98.854;136.841;1987;Vinhos de mesa
Armênia;-;-;1987;Vinhos de mesa
Austrália;-;-;1987;Vinhos de mesa
Áustria;2.520;7.650;1987;Vinhos de mesa
Bermudas;-;-;1987;Vinhos de mesa
Bélgica;-;-;1987;Vinhos de mesa
Bolívia;-;-;1987;Vinhos de mesa
Bósnia-Herzegovina;-;-;1987;Vinhos de mesa
Brasil;-;-;1987;Vinhos de mesa
Bulgária;-;-;1987;Vinhos de mesa
Canada;-;-;1987;Vinhos de mesa
Chile;914.549;1.008.445;1987;Vinhos de mesa
China;-;-;1987;Vinhos de mesa
Coreia do Sul, República;-;-;1987;Vinhos de mesa
Croácia;-;-;1987;Vinhos de mesa
Cuba;-;-;1987;Vinhos de mesa
Emirados Árabes Unidos;-;-;1987;Vinhos de mesa
Eslovênia;-;-;1987;Vinhos de mesa
Eslováquia;-;-;1987;Vinhos de mesa
Espanha;71.472;101.606;1987;Vinhos de mesa
Estados Unidos;16.517;17.965;1987;Vinhos de mesa
França;340.250;653.846;1987;Vinhos de mesa
Geórgia;-;-;1987;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1987;Vinhos de mesa
Grécia;-;-;1987;Vinhos de mesa
Hong Kong;-;-;1987;Vinhos de mesa
Hungria;-;-;1987;Vinhos de mesa
Indonésia;-;-;1987;Vinhos de mesa
Irlanda;-;-;1987;Vinhos de mesa
Israel;-;-;1987;Vinhos de mesa
Itália;306.950;467.597;1987;Vinhos de mesa
Japão;-;-;1987;Vinhos de mesa
Iugoslávia;17.835;14.390;1987;Vinhos de mesa
Líbano;-;-;1987;Vinhos de mesa
Luxemburgo;-;-;1987;Vinhos de mesa
Macedônia;-;-;1987;Vinhos de mesa
Marrocos;-;-;1987;Vinhos de mesa
México;-;-;1987;Vinhos de mesa
Moldávia;-;-;1987;Vinhos de mesa
Montenegro;-;-;1987;Vinhos de mesa
Noruega;-;-;1987;Vinhos de mesa
Nova Zelândia;-;-;1987;Vinhos de mesa
Países Baixos (Holanda);-;-;1987;Vinhos de mesa
Panamá;-;-;1987;Vinhos de mesa
Peru;-;-;1987;Vinhos de mesa
Porto Rico;-;-;1987;Vinhos de mesa
Portugal;1.477.093;1.610.041;1987;Vinhos de mesa
Reino Unido;-;-;1987;Vinhos de mesa
Republica Dominicana;-;-;1987;Vinhos de mesa
Romênia;-;-;1987;Vinhos de mesa
Rússia;-;-;1987;Vinhos de mesa
San Marino;-;-;1987;Vinhos de mesa
Sérvia;-;-;1987;Vinhos de mesa
Síria;-;-;1987;Vinhos de mesa
Suazilândia;-;-;1987;Vinhos de mesa
Suíça;-;-;1987;Vinhos de mesa
Tcheca, República;-;-;1987;Vinhos de mesa
Tunísia;-;-;1987;Vinhos de mesa
Turquia;-;-;1987;Vinhos de mesa
Ucrânia;-;-;1987;Vinhos de mesa
Uruguai;-;-;1987;Vinhos de mesa
Não consta na tabela;-;-;1987;Vinhos de mesa
Não declarados;-;-;1987;Vinhos de mesa
Outros;28;40;1987;Vinhos de mesa
Total;4.553.587;5.882.345;1987;Vinhos de mesa
Africa do Sul;-;-;1987;Espumantes
Alemanha;1.800;2.000;1987;Espumantes
Argentina;-;-;1987;Espumantes
Austrália;-;-;1987;Espumantes
Áustria;-;-;1987;Espumantes
Bermudas;-;-;1987;Espumantes
Bahamas;-;-;1987;Espumantes
Bélgica;-;-;1987;Espumantes
Brasil;-;-;1987;Espumantes
Bulgária;-;-;1987;Espumantes
Canada;-;-;1987;Espumantes
Chile;450;482;1987;Espumantes
Croácia;-;-;1987;Espumantes
Cuba;-;-;1987;Espumantes
Emirados Árabes Unidos;-;-;1987;Espumantes
Eslovênia;-;-;1987;Espumantes
Espanha;35.910;52.044;1987;Espumantes
Estados Unidos;-;-;1987;Espumantes
França;15.550;135.589;1987;Espumantes
Geórgia;-;-;1987;Espumantes
Granada;-;-;1987;Espumantes
Grécia;-;-;1987;Espumantes
Hong Kong;-;-;1987;Espumantes
Hungria;-;-;1987;Espumantes
Indonésia;-;-;1987;Espumantes
Irlanda;-;-;1987;Espumantes
Israel;765;1.720;1987;Espumantes
Itália;16.640;22.399;1987;Espumantes
Luxemburgo;-;-;1987;Espumantes
México;-;-;1987;Espumantes
Moldávia;-;-;1987;Espumantes
Nova Zelândia;-;-;1987;Espumantes
Países Baixos;-;-;1987;Espumantes
Panamá;-;-;1987;Espumantes
Peru;-;-;1987;Espumantes
Portugal;228.933;273.749;1987;Espumantes
Reino Unido;-;-;1987;Espumantes
Romênia;-;-;1987;Espumantes
Suíça;-;-;1987;Espumantes
Tunísia;-;-;1987;Espumantes
Ucrânia;-;-;1987;Espumantes
Uruguai;-;-;1987;Espumantes
Não consta na tabela;-;-;1987;Espumantes
Não declarados;-;-;1987;Espumantes
Outros;-;-;1987;Espumantes
Total;300.048;487.983;1987;Espumantes
Argélia;-;-;1987;Uvas frescas
Argentina;773.500;587.095;1987;Uvas frescas
Brasil;-;-;1987;Uvas frescas
Chile;1.812.678;1.467.787;1987;Uvas frescas
Colômbia;-;-;1987;Uvas frescas
Egito;-;-;1987;Uvas frescas
Espanha;-;-;1987;Uvas frescas
Estados Unidos;19.400;29.840;1987;Uvas frescas
Grécia;-;-;1987;Uvas frescas
Itália;-;-;1987;Uvas frescas
México;-;-;1987;Uvas frescas
Peru;-;-;1987;Uvas frescas
Paraguai;-;-;1987;Uvas frescas
Portugal;-;-;1987;Uvas frescas
Panamá;-;-;1987;Uvas frescas
Reino Unido;-;-;1987;Uvas frescas
Uruguai;-;-;1987;Uvas frescas
Venezuela;-;-;1987;Uvas frescas
Não consta na tabela;-;-;1987;Uvas frescas
Outros;-;-;1987;Uvas frescas
Total;2.605.578;2.084.722;1987;Uvas frescas
Afeganistão;-;-;1987;Uvas passas
África do Sul;-;-;1987;Uvas passas
Alemanha, República Democrática;-;-;1987;Uvas passas
Arábia Saudita;-;-;1987;Uvas passas
Argentina;3.011.500;2.988.697;1987;Uvas passas
Austrália;-;-;1987;Uvas passas
Bélgica;-;-;1987;Uvas passas
Chile;2.810.680;2.854.162;1987;Uvas passas
China;-;-;1987;Uvas passas
China Continental;-;-;1987;Uvas passas
Cingapura;-;-;1987;Uvas passas
Costa Rica;-;-;1987;Uvas passas
Emirados;-;-;1987;Uvas passas
Espanha;-;-;1987;Uvas passas
Estados Unidos;117.167;178.174;1987;Uvas passas
França;-;-;1987;Uvas passas
Grécia;-;-;1987;Uvas passas
Guiana Britânica;-;-;1987;Uvas passas
Índia;-;-;1987;Uvas passas
Irã;-;-;1987;Uvas passas
Itália;-;-;1987;Uvas passas
Japão;-;-;1987;Uvas passas
México;1.180.260;1.246.750;1987;Uvas passas
Países Baixos;-;-;1987;Uvas passas
Paraguai;-;-;1987;Uvas passas
Peru;-;-;1987;Uvas passas
Portugal;-;-;1987;Uvas passas
Reino Unido;-;-;1987;Uvas passas
Suécia;-;-;1987;Uvas passas
Turquia;189.140;151.522;1987;Uvas passas
Uruguai;-;-;1987;Uvas passas
Uzbequistão;-;-;1987;Uvas passas
Venezuela;-;-;1987;Uvas passas
Não consta na tabela;-;-;1987;Uvas passas
Outros;-;-;1987;Uvas passas
Total;7.308.747;7.419.305;1987;Uvas passas
Africa do Sul;-;-;1987;Suco de uva
Alemanha;-;-;1987;Suco de uva
Argentina;2.452.094;3.673.253;1987;Suco de uva
Austria;-;-;1987;Suco de uva
Canadá;-;-;1987;Suco de uva
Coreia do Sul, República;-;-;1987;Suco de uva
Coreia do Norte, República;-;-;1987;Suco de uva
Chile;-;-;1987;Suco de uva
China;-;-;1987;Suco de uva
Dinamarca;-;-;1987;Suco de uva
Espanha;-;-;1987;Suco de uva
Estados Unidos;954;3.280;1987;Suco de uva
França;-;-;1987;Suco de uva
Guiana;-;-;1987;Suco de uva
Israel;-;-;1987;Suco de uva
itália;-;-;1987;Suco de uva
Japão;-;-;1987;Suco de uva
Líbano;-;-;1987;Suco de uva
México;-;-;1987;Suco de uva
Países Baixos;-;-;1987;Suco de uva
Panamá;-;-;1987;Suco de uva
Peru;-;-;1987;Suco de uva
Portugal;-;-;1987;Suco de uva
Reino Unido;-;-;1987;Suco de uva
Taiwan;-;-;1987;Suco de uva
Turquia;-;-;1987;Suco de uva
Uruguai;-;-;1987;Suco de uva
Venezuela;-;-;1987;Suco de uva
Outros;-;-;1987;Suco de uva
Total;2.453.048;3.676.533;1987;Suco de uva
Africa do Sul;-;-;1988;Vinhos de mesa
Alemanha;2.029.271;2.757.417;1988;Vinhos de mesa
Argélia;-;-;1988;Vinhos de mesa
Arábia Saudita;-;-;1988;Vinhos de mesa
Argentina;414.931;590.758;1988;Vinhos de mesa
Armênia;-;-;1988;Vinhos de mesa
Austrália;-;-;1988;Vinhos de mesa
Áustria;1.800;7.045;1988;Vinhos de mesa
Bermudas;-;-;1988;Vinhos de mesa
Bélgica;-;-;1988;Vinhos de mesa
Bolívia;-;-;1988;Vinhos de mesa
Bósnia-Herzegovina;-;-;1988;Vinhos de mesa
Brasil;-;-;1988;Vinhos de mesa
Bulgária;-;-;1988;Vinhos de mesa
Canada;-;-;1988;Vinhos de mesa
Chile;1.240.065;1.474.473;1988;Vinhos de mesa
China;-;-;1988;Vinhos de mesa
Coreia do Sul, República;-;-;1988;Vinhos de mesa
Croácia;-;-;1988;Vinhos de mesa
Cuba;-;-;1988;Vinhos de mesa
Emirados Árabes Unidos;-;-;1988;Vinhos de mesa
Eslovênia;-;-;1988;Vinhos de mesa
Eslováquia;-;-;1988;Vinhos de mesa
Espanha;67.339;108.259;1988;Vinhos de mesa
Estados Unidos;6.120;7.880;1988;Vinhos de mesa
França;435.573;724.549;1988;Vinhos de mesa
Geórgia;-;-;1988;Vinhos de mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1988;Vinhos de mesa
Grécia;-;-;1988;Vinhos de mesa
Hong Kong;-;-;1988;Vinhos de mesa
Hungria;-;-;1988;Vinhos de mesa
Indonésia;-;-;1988;Vinhos de mesa
Irlanda;-;-;1988;Vinhos de mesa
Israel;-;-;1988;Vinhos de mesa
