cultivar;quantidade;ano;opcao;sem_definicao
Italia;1.945;1984;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1984;Uvas de mesa;-
Total;20.195;1984;Uvas de mesa;-
-;99.929;1984;Sem classificação;Sem classificação
-;99.929;1984;Sem classificação;Total
TINTAS;30.195.343;1985;Viníferas;-
Alicante Bouschet;6.807;1985;Viníferas;-
Ancelota;-;1985;Viníferas;-
Aramon;37.384;1985;Viníferas;-
Alfrocheiro;-;1985;Viníferas;-
Arinarnoa;-;1985;Viníferas;-
Aspirant Bouschet;-;1985;Viníferas;-
Barbera;7.290.172;1985;Viníferas;-
Bonarda;1.754.291;1985;Viníferas;-
Cabernet Franc;10.342.293;1985;Viníferas;-
Cabernet Sauvignon;149.527;1985;Viníferas;-
Caladoc;-;1985;Viníferas;-
Campanario;1.660;1985;Viníferas;-
Canaiolo;455.665;1985;Viníferas;-
Carignan;1.733;1985;Viníferas;-
Carmenere;89.699;1985;Viníferas;-
Castelão;-;1985;Viníferas;-
Corvina;-;1985;Viníferas;-
Croatina;-;1985;Viníferas;-
Cinsaut;7.195;1985;Viníferas;-
Dom Felder;-;1985;Viníferas;-
Dolcetto;-;1985;Viníferas;-
Durif;-;1985;Viníferas;-
Egiodola;-;1985;Viníferas;-
Ekigaina;-;1985;Viníferas;-
Festival (Sugraone);-;1985;Viníferas;-
Franconia;-;1985;Viníferas;-
Freisa;4.208;1985;Viníferas;-
Gamay St Romain;895.817;1985;Viníferas;-
Gamay Beaujolais;48.410;1985;Viníferas;-
Grand Noir;27.537;1985;Viníferas;-
Grenache;-;1985;Viníferas;-
Jaen;-;1985;Viníferas;-
Lagrein;-;1985;Viníferas;-
Lambrusco;14.360;1985;Viníferas;-
Malbec;39.347;1985;Viníferas;-
Marzemina;352.748;1985;Viníferas;-
Merlot;6.965.153;1985;Viníferas;-
Marselan;-;1985;Viníferas;-
Molinera;-;1985;Viníferas;-
Montepulciano;-;1985;Viníferas;-
Moscato Bailey;-;1985;Viníferas;-
Napa Gamay;9.665;1985;Viníferas;-
Nebbiolo;-;1985;Viníferas;-
Petit Verdot;-;1985;Viníferas;-
Petite Sirah;73.075;1985;Viníferas;-
Pinotage;15.236;1985;Viníferas;-
Pinot Noir;127.953;1985;Viníferas;-
Pinot Saint George;-;1985;Viníferas;-
Piriquita;-;1985;Viníferas;-
Rebo;-;1985;Viníferas;-
Refosco;-;1985;Viníferas;-
Rondinella;-;1985;Viníferas;-
Ruby Cabernet;426;1985;Viníferas;-
Sangiovese;144.839;1985;Viníferas;-
Sira (falsa);1.272.377;1985;Viníferas;-
Tannat;43.800;1985;Viníferas;-
Tempranillo;-;1985;Viníferas;-
Teroldego;-;1985;Viníferas;-
Torrontes;-;1985;Viníferas;-
Tinta Barroca;-;1985;Viníferas;-
Touriga Francesa;-;1985;Viníferas;-
Touriga Nacional;-;1985;Viníferas;-
Tinta Madeira;2.508;1985;Viníferas;-
Tintoria;21.260;1985;Viníferas;-
Trincdeira;-;1985;Viníferas;-
Trousseau;-;1985;Viníferas;-
Zinfandel;198;1985;Viníferas;-
Outras1;-;1985;Viníferas;-
BRANCAS E ROSADAS;66.103.513;1985;Viníferas;-
Aliatico;-;1985;Viníferas;-
Aligote;-;1985;Viníferas;-
Altesse;36.111;1985;Viníferas;-
Alvarinho;-;1985;Viníferas;-
Arriloba;-;1985;Viníferas;-
Auxerrois;2.020;1985;Viníferas;-
Burger;2.665;1985;Viníferas;-
Chardonnay;191.484;1985;Viníferas;-
Chasselas;160.169;1985;Viníferas;-
Chenin Blanc;40.276;1985;Viníferas;-
Clairette(1);13.929;1985;Viníferas;-
Colombard;-;1985;Viníferas;-
Flora;53.233;1985;Viníferas;-
Garganega;-;1985;Viníferas;-
Gewurztraminer;88.037;1985;Viníferas;-
Gouveio;-;1985;Viníferas;-
Gros Manseng;-;1985;Viníferas;-
Italia (Pirovano 65) (PE);-;1985;Viníferas;-
Maccabeo;-;1985;Viníferas;-
Malvasia;3.422.293;1985;Viníferas;-
Malvasia Amarela;-;1985;Viníferas;-
Malvasia Bianca;-;1985;Viníferas;-
Malvasia Chianti;-;1985;Viníferas;-
Malvasia Verde;-;1985;Viníferas;-
Malvasia di Candia;-;1985;Viníferas;-
Malvasia Istriana;-;1985;Viníferas;-
Mistura de uvas viníferas branco;-;1985;Viníferas;-
Mistura de uvas viníferas rosado;-;1985;Viníferas;-
Moscato Branco;18.464.456;1985;Viníferas;-
Moscato Canelli;-;1985;Viníferas;-
Moscato Giallo;-;1985;Viníferas;-
Moscato Nazareno;-;1985;Viníferas;-
Moscato Bianco R2;-;1985;Viníferas;-
Moscato de Alexandria;-;1985;Viníferas;-
Moscato Rosado;-;1985;Viníferas;-
Muscat à Petits Grains;-;1985;Viníferas;-
Muller Thurgau;2.028;1985;Viníferas;-
Muscadelle;-;1985;Viníferas;-
Ora;-;1985;Viníferas;-
Palomino;30.395;1985;Viníferas;-
Petit Manseng;-;1985;Viníferas;-
Peverella;2.630.718;1985;Viníferas;-
Pinot Blanc;129.010;1985;Viníferas;-
Pinot Gris;-;1985;Viníferas;-
Prosecco;108.830;1985;Viníferas;-
Red Veltliner;4.689;1985;Viníferas;-
Riesling Italico;7.207.668;1985;Viníferas;-
Riesling Renano;163.005;1985;Viníferas;-
Sauvignon Blanc(2);190.061;1985;Viníferas;-
Sauvignon Gris;-;1985;Viníferas;-
Seara Nova;1.640;1985;Viníferas;-
Semillon;7.393.292;1985;Viníferas;-
Schonburger;-;1985;Viníferas;-
Sylvaner;73.591;1985;Viníferas;-
Tocai Friulano;923;1985;Viníferas;-
Trebbiano;24.178.593;1985;Viníferas;-
Trebbiano Toscano;-;1985;Viníferas;-
Verdea;-;1985;Viníferas;-
Verdelho;7.900;1985;Viníferas;-
Verdiso;23.684;1985;Viníferas;-
Vermentino;32.124;1985;Viníferas;-
Vernaccia;1.450.663;1985;Viníferas;-
Viognier;-;1985;Viníferas;-
Outras(3);26;1985;Viníferas;-
Total;96.298.856;1985;Viníferas;-
TINTAS;385.216.611;1985;Americanas e híbridas;-
Bacarina;55.878;1985;Americanas e híbridas;-
Bailey;-;1985;Americanas e híbridas;-
Bordo;36.787.283;1985;Americanas e híbridas;-
Bourdin (S);-;1985;Americanas e híbridas;-
BRS Carmen;-;1985;Americanas e híbridas;-
BRS Cora;-;1985;Americanas e híbridas;-
BRS Magna;-;1985;Americanas e híbridas;-
BRS Margot;-;1985;Americanas e híbridas;-
BRS Morena;-;1985;Americanas e híbridas;-
BRS Rúbea;-;1985;Americanas e híbridas;-
BRS Violeta;-;1985;Americanas e híbridas;-
BRS Vitória;-;1985;Americanas e híbridas;-
Champagnon (Champanheta);-;1985;Americanas e híbridas;-
Coleções;-;1985;Americanas e híbridas;-
Concord;17.270.192;1985;Americanas e híbridas;-
Concord clone 30;-;1985;Americanas e híbridas;-
Couderc;7.341.937;1985;Americanas e híbridas;-
Cynthiana(1);467.677;1985;Americanas e híbridas;-
Herbemont;47.677.634;1985;Americanas e híbridas;-
IAC 138022;-;1985;Americanas e híbridas;-
Isabel;261.311.720;1985;Americanas e híbridas;-
Isabel Precoce;-;1985;Americanas e híbridas;-
Jacquez;883.337;1985;Americanas e híbridas;-
Kyoko;-;1985;Americanas e híbridas;-
Landot;21.485;1985;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1985;Americanas e híbridas;-
Oberlin;177;1985;Americanas e híbridas;-
Othello;4.862;1985;Americanas e híbridas;-
Paco;-;1985;Americanas e híbridas;-
Patricia;-;1985;Americanas e híbridas;-
Seibel;13.394.429;1985;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1985;Americanas e híbridas;-
Seyve Willard (Tinta);-;1985;Americanas e híbridas;-
Vênus;-;1985;Americanas e híbridas;-
BRANCAS E ROSADAS;21.256.077;1985;Americanas e híbridas;-
Baco;1.688;1985;Americanas e híbridas;-
Bokay;-;1985;Americanas e híbridas;-
BRS Clara;-;1985;Americanas e híbridas;-
BRS Lorena;-;1985;Americanas e híbridas;-
Couderc 13;906.354;1985;Americanas e híbridas;-
Delaware;-;1985;Americanas e híbridas;-
Dona Zillá;-;1985;Americanas e híbridas;-
Dut Chess;-;1985;Americanas e híbridas;-
Goethe;301.062;1985;Americanas e híbridas;-
IAC;-;1985;Americanas e híbridas;-
Juliana;-;1985;Americanas e híbridas;-
Martha;9.096;1985;Americanas e híbridas;-
Mistura de uvas americanas;-;1985;Americanas e híbridas;-
Moscato Embrapa;-;1985;Americanas e híbridas;-
Niagara;14.685.699;1985;Americanas e híbridas;-
Niagara Branca;-;1985;Americanas e híbridas;-
Niagara Rosada;-;1985;Americanas e híbridas;-
Poloske;-;1985;Americanas e híbridas;-
Seleções;-;1985;Americanas e híbridas;-
Seyve Villard;5.234.899;1985;Americanas e híbridas;-
Seyve Villard 5276;-;1985;Americanas e híbridas;-
Seyve Villard 12375;117.279;1985;Americanas e híbridas;-
Tardia de Caxias;-;1985;Americanas e híbridas;-
Outras(2);-;1985;Americanas e híbridas;-
Total;406.472.688;1985;Americanas e híbridas;-
TINTAS;17.553;1985;Uvas de mesa;-
Alphonse Lavallee;17.553;1985;Uvas de mesa;-
Moscato de Hamburgo;-;1985;Uvas de mesa;-
BRANCAS;21.346;1985;Uvas de mesa;-
Cardinal;-;1985;Uvas de mesa;-
Golden Queen;4.921;1985;Uvas de mesa;-
Patrícia;-;1985;Uvas de mesa;-
Perlona;10.548;1985;Uvas de mesa;-
Italia;5.877;1985;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1985;Uvas de mesa;-
Total;38.899;1985;Uvas de mesa;-
-;104.929;1985;Sem classificação;Sem classificação
-;104.929;1985;Sem classificação;Total
TINTAS;18.736.158;1986;Viníferas;-
Alicante Bouschet;6.677;1986;Viníferas;-
Ancelota;-;1986;Viníferas;-
Aramon;-;1986;Viníferas;-
Alfrocheiro;-;1986;Viníferas;-
Arinarnoa;-;1986;Viníferas;-
Aspirant Bouschet;-;1986;Viníferas;-
Barbera;3.553.090;1986;Viníferas;-
Bonarda;877.037;1986;Viníferas;-
Cabernet Franc;6.403.968;1986;Viníferas;-
Cabernet Sauvignon;539.711;1986;Viníferas;-
Caladoc;-;1986;Viníferas;-
Campanario;845;1986;Viníferas;-
Canaiolo;271.645;1986;Viníferas;-
Carignan;1.508;1986;Viníferas;-
Carmenere;61.422;1986;Viníferas;-
Castelão;-;1986;Viníferas;-
Corvina;-;1986;Viníferas;-
Croatina;-;1986;Viníferas;-
Cinsaut;2.446;1986;Viníferas;-
Dom Felder;-;1986;Viníferas;-
Dolcetto;-;1986;Viníferas;-
Durif;-;1986;Viníferas;-
Egiodola;-;1986;Viníferas;-
Ekigaina;-;1986;Viníferas;-
Festival (Sugraone);-;1986;Viníferas;-
Franconia;-;1986;Viníferas;-
Freisa;-;1986;Viníferas;-
Gamay St Romain;788.089;1986;Viníferas;-
Gamay Beaujolais;-;1986;Viníferas;-
Grand Noir;21;1986;Viníferas;-
Grenache;15.851;1986;Viníferas;-
Jaen;-;1986;Viníferas;-
Lagrein;-;1986;Viníferas;-
Lambrusco;6.245;1986;Viníferas;-
Malbec;23.431;1986;Viníferas;-
Marzemina;159.440;1986;Viníferas;-
Merlot;4.775.740;1986;Viníferas;-
Marselan;-;1986;Viníferas;-
Molinera;-;1986;Viníferas;-
Montepulciano;-;1986;Viníferas;-
Moscato Bailey;-;1986;Viníferas;-
Napa Gamay;-;1986;Viníferas;-
Nebbiolo;357;1986;Viníferas;-
Petit Verdot;-;1986;Viníferas;-
Petite Sirah;99.786;1986;Viníferas;-
Pinotage;13.483;1986;Viníferas;-
Pinot Noir;202.820;1986;Viníferas;-
Pinot Saint George;47.600;1986;Viníferas;-
Piriquita;-;1986;Viníferas;-
Rebo;-;1986;Viníferas;-
Refosco;-;1986;Viníferas;-
Rondinella;-;1986;Viníferas;-
Ruby Cabernet;21;1986;Viníferas;-
Sangiovese;77.509;1986;Viníferas;-
Sira (falsa);695.871;1986;Viníferas;-
Tannat;68.352;1986;Viníferas;-
Tempranillo;-;1986;Viníferas;-
Teroldego;-;1986;Viníferas;-
Torrontes;-;1986;Viníferas;-
Tinta Barroca;-;1986;Viníferas;-
Touriga Francesa;-;1986;Viníferas;-
Touriga Nacional;-;1986;Viníferas;-
Tinta Madeira;1.733;1986;Viníferas;-
Tintoria;-;1986;Viníferas;-
Trincdeira;-;1986;Viníferas;-
Trousseau;-;1986;Viníferas;-
Zinfandel;41.460;1986;Viníferas;-
Outras1;-;1986;Viníferas;-
BRANCAS E ROSADAS;47.542.250;1986;Viníferas;-
Aliatico;-;1986;Viníferas;-
Aligote;-;1986;Viníferas;-
Altesse;43.477;1986;Viníferas;-
Alvarinho;-;1986;Viníferas;-
Arriloba;-;1986;Viníferas;-
Auxerrois;-;1986;Viníferas;-
Burger;20.591;1986;Viníferas;-
Chardonnay;352.746;1986;Viníferas;-
Chasselas;123.305;1986;Viníferas;-
Chenin Blanc;110.067;1986;Viníferas;-
Clairette(1);12.182;1986;Viníferas;-
Colombard;14.480;1986;Viníferas;-
Flora;52.143;1986;Viníferas;-
Garganega;-;1986;Viníferas;-
Gewurztraminer;206.986;1986;Viníferas;-
Gouveio;-;1986;Viníferas;-
Gros Manseng;-;1986;Viníferas;-
Italia (Pirovano 65) (PE);-;1986;Viníferas;-
Maccabeo;-;1986;Viníferas;-
Malvasia;2.261.265;1986;Viníferas;-
Malvasia Amarela;-;1986;Viníferas;-
Malvasia Bianca;-;1986;Viníferas;-
Malvasia Chianti;-;1986;Viníferas;-
Malvasia Verde;-;1986;Viníferas;-
Malvasia di Candia;-;1986;Viníferas;-
Malvasia Istriana;-;1986;Viníferas;-
Mistura de uvas viníferas branco;-;1986;Viníferas;-
Mistura de uvas viníferas rosado;-;1986;Viníferas;-
Moscato Branco;12.858.661;1986;Viníferas;-
Moscato Canelli;7.554;1986;Viníferas;-
Moscato Giallo;-;1986;Viníferas;-
Moscato Nazareno;-;1986;Viníferas;-
Moscato Bianco R2;-;1986;Viníferas;-
Moscato de Alexandria;-;1986;Viníferas;-
Moscato Rosado;-;1986;Viníferas;-
Muscat à Petits Grains;-;1986;Viníferas;-
Muller Thurgau;7.026;1986;Viníferas;-
Muscadelle;-;1986;Viníferas;-
Ora;-;1986;Viníferas;-
Palomino;46.533;1986;Viníferas;-
Petit Manseng;-;1986;Viníferas;-
Peverella;2.036.768;1986;Viníferas;-
Pinot Blanc;168.354;1986;Viníferas;-
Pinot Gris;-;1986;Viníferas;-
Prosecco;122.524;1986;Viníferas;-
Red Veltliner;2.522;1986;Viníferas;-
Riesling Italico;4.267.206;1986;Viníferas;-
Riesling Renano;426.596;1986;Viníferas;-
Sauvignon Blanc(2);250.087;1986;Viníferas;-
Sauvignon Gris;-;1986;Viníferas;-
Seara Nova;965;1986;Viníferas;-
Semillon;6.503.648;1986;Viníferas;-
Schonburger;-;1986;Viníferas;-
Sylvaner;66.793;1986;Viníferas;-
Tocai Friulano;1.821;1986;Viníferas;-
Trebbiano;16.567.251;1986;Viníferas;-
Trebbiano Toscano;-;1986;Viníferas;-
Verdea;809;1986;Viníferas;-
Verdelho;7.785;1986;Viníferas;-
Verdiso;-;1986;Viníferas;-
Vermentino;22.409;1986;Viníferas;-
Vernaccia;978.903;1986;Viníferas;-
Viognier;-;1986;Viníferas;-
Outras(3);793;1986;Viníferas;-
Total;66.278.408;1986;Viníferas;-
TINTAS;225.069.529;1986;Americanas e híbridas;-
Bacarina;26.538;1986;Americanas e híbridas;-
Bailey;-;1986;Americanas e híbridas;-
Bordo;23.956.474;1986;Americanas e híbridas;-
Bourdin (S);-;1986;Americanas e híbridas;-
BRS Carmen;-;1986;Americanas e híbridas;-
BRS Cora;-;1986;Americanas e híbridas;-
BRS Magna;-;1986;Americanas e híbridas;-
BRS Margot;-;1986;Americanas e híbridas;-
BRS Morena;-;1986;Americanas e híbridas;-
BRS Rúbea;-;1986;Americanas e híbridas;-
BRS Violeta;-;1986;Americanas e híbridas;-
BRS Vitória;-;1986;Americanas e híbridas;-
Champagnon (Champanheta);-;1986;Americanas e híbridas;-
Coleções;-;1986;Americanas e híbridas;-
Concord;8.864.661;1986;Americanas e híbridas;-
Concord clone 30;-;1986;Americanas e híbridas;-
Couderc;5.474.248;1986;Americanas e híbridas;-
Cynthiana(1);304.481;1986;Americanas e híbridas;-
Herbemont;29.438.543;1986;Americanas e híbridas;-
IAC 138022;-;1986;Americanas e híbridas;-
Isabel;148.440.133;1986;Americanas e híbridas;-
Isabel Precoce;-;1986;Americanas e híbridas;-
Jacquez;608.629;1986;Americanas e híbridas;-
Kyoko;-;1986;Americanas e híbridas;-
Landot;5.953;1986;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1986;Americanas e híbridas;-
Oberlin;4.770;1986;Americanas e híbridas;-
Othello;4.488;1986;Americanas e híbridas;-
Paco;-;1986;Americanas e híbridas;-
Patricia;-;1986;Americanas e híbridas;-
Seibel;7.940.611;1986;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1986;Americanas e híbridas;-
Seyve Willard (Tinta);-;1986;Americanas e híbridas;-
Vênus;-;1986;Americanas e híbridas;-
BRANCAS E ROSADAS;14.188.471;1986;Americanas e híbridas;-
Baco;-;1986;Americanas e híbridas;-
Bokay;-;1986;Americanas e híbridas;-
BRS Clara;-;1986;Americanas e híbridas;-
BRS Lorena;-;1986;Americanas e híbridas;-
Couderc 13;982.883;1986;Americanas e híbridas;-
Delaware;-;1986;Americanas e híbridas;-
Dona Zillá;-;1986;Americanas e híbridas;-
Dut Chess;-;1986;Americanas e híbridas;-
Goethe;363.437;1986;Americanas e híbridas;-
IAC;-;1986;Americanas e híbridas;-
Juliana;-;1986;Americanas e híbridas;-
Martha;1.155;1986;Americanas e híbridas;-
Mistura de uvas americanas;-;1986;Americanas e híbridas;-
Moscato Embrapa;-;1986;Americanas e híbridas;-
Niagara;9.191.120;1986;Americanas e híbridas;-
Niagara Branca;-;1986;Americanas e híbridas;-
Niagara Rosada;-;1986;Americanas e híbridas;-
Poloske;-;1986;Americanas e híbridas;-
Seleções;-;1986;Americanas e híbridas;-
Seyve Villard;3.649.876;1986;Americanas e híbridas;-
Seyve Villard 5276;-;1986;Americanas e híbridas;-
Seyve Villard 12375;-;1986;Americanas e híbridas;-
Tardia de Caxias;-;1986;Americanas e híbridas;-
Outras(2);-;1986;Americanas e híbridas;-
Total;239.258.000;1986;Americanas e híbridas;-
TINTAS;7.352;1986;Uvas de mesa;-
Alphonse Lavallee;5.147;1986;Uvas de mesa;-
Moscato de Hamburgo;2.205;1986;Uvas de mesa;-
BRANCAS;32.966;1986;Uvas de mesa;-
Cardinal;-;1986;Uvas de mesa;-
Golden Queen;3.358;1986;Uvas de mesa;-
Patrícia;-;1986;Uvas de mesa;-
Perlona;10.753;1986;Uvas de mesa;-
Italia;18.855;1986;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1986;Uvas de mesa;-
Total;40.318;1986;Uvas de mesa;-
-;12.689;1986;Sem classificação;Sem classificação
-;12.689;1986;Sem classificação;Total
TINTAS;17.213.860;1987;Viníferas;-
Alicante Bouschet;16.210;1987;Viníferas;-
Ancelota;-;1987;Viníferas;-
Aramon;-;1987;Viníferas;-
Alfrocheiro;-;1987;Viníferas;-
Arinarnoa;-;1987;Viníferas;-
Aspirant Bouschet;-;1987;Viníferas;-
Barbera;2.845.387;1987;Viníferas;-
Bonarda;658.716;1987;Viníferas;-
Cabernet Franc;6.616.589;1987;Viníferas;-
Cabernet Sauvignon;827.942;1987;Viníferas;-
Caladoc;-;1987;Viníferas;-
Campanario;1.090;1987;Viníferas;-
Canaiolo;139.047;1987;Viníferas;-
Carignan;359;1987;Viníferas;-
Carmenere;41.224;1987;Viníferas;-
Castelão;-;1987;Viníferas;-
Corvina;-;1987;Viníferas;-
Croatina;-;1987;Viníferas;-
Cinsaut;5.871;1987;Viníferas;-
Dom Felder;-;1987;Viníferas;-
Dolcetto;-;1987;Viníferas;-
Durif;-;1987;Viníferas;-
Egiodola;-;1987;Viníferas;-
Ekigaina;-;1987;Viníferas;-
Festival (Sugraone);-;1987;Viníferas;-
Franconia;-;1987;Viníferas;-
Freisa;-;1987;Viníferas;-
Gamay St Romain;603.449;1987;Viníferas;-
Gamay Beaujolais;-;1987;Viníferas;-
Grand Noir;56;1987;Viníferas;-
Grenache;6.043;1987;Viníferas;-
Jaen;-;1987;Viníferas;-
Lagrein;-;1987;Viníferas;-
Lambrusco;7.887;1987;Viníferas;-
Malbec;10.121;1987;Viníferas;-
Marzemina;162.480;1987;Viníferas;-
Merlot;4.310.762;1987;Viníferas;-
Marselan;-;1987;Viníferas;-
Molinera;-;1987;Viníferas;-
Montepulciano;-;1987;Viníferas;-
Moscato Bailey;-;1987;Viníferas;-
Napa Gamay;-;1987;Viníferas;-
Nebbiolo;4.000;1987;Viníferas;-
Petit Verdot;-;1987;Viníferas;-
Petite Sirah;61.205;1987;Viníferas;-
Pinotage;9.527;1987;Viníferas;-
Pinot Noir;125.181;1987;Viníferas;-
Pinot Saint George;45.000;1987;Viníferas;-
Piriquita;-;1987;Viníferas;-
Rebo;-;1987;Viníferas;-
Refosco;-;1987;Viníferas;-
Rondinella;-;1987;Viníferas;-
Ruby Cabernet;700;1987;Viníferas;-
Sangiovese;90.701;1987;Viníferas;-
Sira (falsa);520.216;1987;Viníferas;-
Tannat;43.762;1987;Viníferas;-
Tempranillo;-;1987;Viníferas;-
Teroldego;-;1987;Viníferas;-
Torrontes;-;1987;Viníferas;-
Tinta Barroca;-;1987;Viníferas;-
Touriga Francesa;-;1987;Viníferas;-
Touriga Nacional;-;1987;Viníferas;-
Tinta Madeira;179;1987;Viníferas;-
Tintoria;14.930;1987;Viníferas;-
Trincdeira;-;1987;Viníferas;-
Trousseau;-;1987;Viníferas;-
Zinfandel;45.226;1987;Viníferas;-
Outras1;-;1987;Viníferas;-
BRANCAS E ROSADAS;48.998.099;1987;Viníferas;-
Aliatico;1.587;1987;Viníferas;-
Aligote;-;1987;Viníferas;-
Altesse;8.556;1987;Viníferas;-
Alvarinho;-;1987;Viníferas;-
Arriloba;-;1987;Viníferas;-
Auxerrois;3.057;1987;Viníferas;-
Burger;-;1987;Viníferas;-
Chardonnay;396.887;1987;Viníferas;-
Chasselas;100.699;1987;Viníferas;-
Chenin Blanc;97.373;1987;Viníferas;-
Clairette(1);910;1987;Viníferas;-
Colombard;23.000;1987;Viníferas;-
Flora;73.563;1987;Viníferas;-
Garganega;-;1987;Viníferas;-
Gewurztraminer;314.215;1987;Viníferas;-
Gouveio;-;1987;Viníferas;-
Gros Manseng;-;1987;Viníferas;-
Italia (Pirovano 65) (PE);-;1987;Viníferas;-
Maccabeo;-;1987;Viníferas;-
Malvasia;1.526.629;1987;Viníferas;-
Malvasia Amarela;-;1987;Viníferas;-
Malvasia Bianca;-;1987;Viníferas;-
Malvasia Chianti;-;1987;Viníferas;-
Malvasia Verde;-;1987;Viníferas;-
Malvasia di Candia;-;1987;Viníferas;-
Malvasia Istriana;-;1987;Viníferas;-
Mistura de uvas viníferas branco;-;1987;Viníferas;-
Mistura de uvas viníferas rosado;-;1987;Viníferas;-
Moscato Branco;15.436.116;1987;Viníferas;-
Moscato Canelli;-;1987;Viníferas;-
Moscato Giallo;-;1987;Viníferas;-
Moscato Nazareno;-;1987;Viníferas;-
Moscato Bianco R2;-;1987;Viníferas;-
Moscato de Alexandria;-;1987;Viníferas;-
Moscato Rosado;-;1987;Viníferas;-
Muscat à Petits Grains;-;1987;Viníferas;-
Muller Thurgau;11.881;1987;Viníferas;-
Muscadelle;-;1987;Viníferas;-
Ora;-;1987;Viníferas;-
Palomino;50.919;1987;Viníferas;-
Petit Manseng;-;1987;Viníferas;-
Peverella;1.683.632;1987;Viníferas;-
Pinot Blanc;229.908;1987;Viníferas;-
Pinot Gris;-;1987;Viníferas;-
Prosecco;235.512;1987;Viníferas;-
Red Veltliner;654;1987;Viníferas;-
Riesling Italico;8.110.697;1987;Viníferas;-
Riesling Renano;-;1987;Viníferas;-
Sauvignon Blanc(2);251.663;1987;Viníferas;-
Sauvignon Gris;-;1987;Viníferas;-
Seara Nova;2.273;1987;Viníferas;-
Semillon;6.382.755;1987;Viníferas;-
Schonburger;-;1987;Viníferas;-
Sylvaner;51.359;1987;Viníferas;-
Tocai Friulano;619;1987;Viníferas;-
Trebbiano;12.854.969;1987;Viníferas;-
Trebbiano Toscano;-;1987;Viníferas;-
Verdea;-;1987;Viníferas;-
Verdelho;-;1987;Viníferas;-
Verdiso;-;1987;Viníferas;-
Vermentino;22.566;1987;Viníferas;-
Vernaccia;1.124.796;1987;Viníferas;-
Viognier;-;1987;Viníferas;-
Outras(3);1.304;1987;Viníferas;-
Total;66.211.959;1987;Viníferas;-
TINTAS;218.625.428;1987;Americanas e híbridas;-
Bacarina;40.547;1987;Americanas e híbridas;-
Bailey;-;1987;Americanas e híbridas;-
Bordo;22.318.163;1987;Americanas e híbridas;-
Bourdin (S);-;1987;Americanas e híbridas;-
BRS Carmen;-;1987;Americanas e híbridas;-
BRS Cora;-;1987;Americanas e híbridas;-
BRS Magna;-;1987;Americanas e híbridas;-
BRS Margot;-;1987;Americanas e híbridas;-
BRS Morena;-;1987;Americanas e híbridas;-
BRS Rúbea;-;1987;Americanas e híbridas;-
BRS Violeta;-;1987;Americanas e híbridas;-
BRS Vitória;-;1987;Americanas e híbridas;-
Champagnon (Champanheta);-;1987;Americanas e híbridas;-
Coleções;-;1987;Americanas e híbridas;-
Concord;11.047.563;1987;Americanas e híbridas;-
Concord clone 30;-;1987;Americanas e híbridas;-
Couderc;6.244.818;1987;Americanas e híbridas;-
Cynthiana(1);286.589;1987;Americanas e híbridas;-
